"event_date","n_surveys","first_check_in","last_check_out","hours_in_port","return_share_covered","arrival_share_covered"
2025-04-25,1,9.71666666666667,16.0166666666667,6.3,0.775,0.470219435736677
2025-04-29,1,9.7,16.15,6.45,0.775,0.470219435736677
2025-04-30,1,11.4333333333333,15.8666666666667,4.43333333333334,0.540625,0.297805642633229
2025-05-01,1,9.85,16.3166666666667,6.46666666666667,0.778125,0.448275862068966
2025-05-02,1,9.45,16.2333333333333,6.78333333333333,0.803125,0.501567398119122
2025-05-03,1,9.58333333333333,16.2,6.61666666666667,0.775,0.470219435736677
2025-05-04,1,10.2666666666667,14.9,4.63333333333333,0.5875,0.357366771159875
2025-05-07,1,9.51666666666667,16.1666666666667,6.65,0.775,0.470219435736677
2025-05-13,1,9.96666666666667,16.1666666666667,6.2,0.753125,0.445141065830721
2025-05-14,1,9.88333333333333,16,6.11666666666667,0.753125,0.445141065830721
2025-05-15,1,9.75,16.15,6.4,0.775,0.470219435736677
2025-05-16,1,9.46666666666667,15.8333333333333,6.36666666666666,0.79375,0.492163009404389
2025-05-17,1,9.68333333333333,15.55,5.86666666666667,0.753125,0.454545454545455
2025-05-21,1,9.66666666666667,15.7,6.03333333333333,0.753125,0.454545454545455
2025-05-22,1,7.5,13.8666666666667,6.36666666666667,0.640625,0.855799373040752
2025-05-23,1,9.81666666666667,15.8666666666667,6.05,0.74375,0.435736677115987
2025-05-24,1,9.53333333333333,15.7,6.16666666666667,0.753125,0.454545454545455
2025-06-04,1,9.81666666666667,15.55,5.73333333333333,0.73125,0.429467084639498
2025-06-05,1,9.66666666666667,15.7166666666667,6.05,0.753125,0.454545454545455
2025-06-06,1,9.7,15.8,6.1,0.765625,0.460815047021944
2025-06-07,1,9.58333333333333,16.6333333333333,7.05,0.825,0.476489028213166
2025-06-20,1,9.78333333333333,16.6,6.81666666666667,0.803125,0.45141065830721
2025-06-21,1,9.93333333333333,16.0333333333333,6.1,0.753125,0.445141065830721
2025-07-02,1,9.7,14.2,4.5,0.578125,0.404388714733542
2025-07-16,1,9.8,15.8,6,0.74375,0.435736677115987
2025-07-17,1,9.8,16.2166666666667,6.41666666666667,0.753125,0.445141065830721
2025-07-19,1,9.75,15.9,6.15,0.765625,0.460815047021944
2025-07-22,1,9.75,15.8333333333333,6.08333333333333,0.765625,0.460815047021944
2025-07-29,1,9.71666666666667,15.9666666666667,6.25,0.765625,0.460815047021944
2025-07-30,1,9.8,16.05,6.25,0.753125,0.445141065830721
2025-07-31,1,9.75,15.85,6.1,0.765625,0.460815047021944
2025-08-01,1,9.9,16.0166666666667,6.11666666666667,0.753125,0.445141065830721
2025-08-02,1,9.58333333333333,15.9166666666667,6.33333333333334,0.765625,0.460815047021944
2025-08-05,1,10.2166666666667,16.25,6.03333333333333,0.759375,0.420062695924765
2025-08-06,2,9.25,15.5,6.25,0.8,0.536050156739812
2025-08-13,1,9.7,16.6666666666667,6.96666666666667,0.825,0.476489028213166
2025-08-14,1,9.91666666666667,15.9833333333333,6.06666666666666,0.74375,0.435736677115987
2025-08-15,1,9.91666666666667,15.5333333333333,5.61666666666666,0.73125,0.429467084639498
2025-08-16,1,9.6,15.8833333333333,6.28333333333333,0.765625,0.460815047021944
2025-08-19,1,9.36666666666667,15.75,6.38333333333333,0.79375,0.492163009404389
2025-08-20,1,9,15.0333333333333,6.03333333333333,0.765625,0.586206896551724
2025-08-26,3,5.7,20.5,14.8,1,1
2025-08-28,1,9.96666666666667,16.1666666666667,6.2,0.753125,0.445141065830721
2025-08-29,1,9.71666666666667,16,6.28333333333333,0.775,0.470219435736677
2025-08-30,1,9.86666666666667,16.75,6.88333333333333,0.84375,0.457680250783699
2025-09-01,1,9.63333333333333,15.8333333333333,6.2,0.765625,0.460815047021944
2025-09-03,1,10.0666666666667,15.7666666666667,5.7,0.725,0.407523510971787
2025-09-04,1,9.76666666666667,15.9333333333333,6.16666666666666,0.74375,0.435736677115987
2025-09-06,1,9.58333333333333,16,6.41666666666667,0.775,0.470219435736677
2025-09-09,1,9.86666666666667,16.0166666666667,6.15,0.753125,0.445141065830721
2025-09-10,2,9.93333333333333,15.8333333333333,5.9,0.74375,0.435736677115987
2025-09-11,1,9.83333333333333,15.8333333333333,6,0.74375,0.435736677115987
2025-09-12,1,9.75,15.9333333333333,6.18333333333333,0.765625,0.460815047021944
2025-09-13,1,9.91666666666667,15.9666666666667,6.05,0.74375,0.435736677115987
