"event_date","month","osp_present","trailer_present","osp_operating","coverage_class"
"2024-12-31",12,FALSE,TRUE,FALSE,"trailer only"
"2025-01-01",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-02",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-03",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-04",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-05",1,FALSE,FALSE,FALSE,"neither"
"2025-01-06",1,FALSE,FALSE,FALSE,"neither"
"2025-01-07",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-08",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-09",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-10",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-11",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-12",1,FALSE,FALSE,FALSE,"neither"
"2025-01-13",1,FALSE,FALSE,FALSE,"neither"
"2025-01-14",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-15",1,FALSE,FALSE,FALSE,"neither"
"2025-01-16",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-17",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-18",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-19",1,FALSE,FALSE,FALSE,"neither"
"2025-01-20",1,FALSE,FALSE,FALSE,"neither"
"2025-01-21",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-22",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-23",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-24",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-25",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-26",1,FALSE,FALSE,FALSE,"neither"
"2025-01-27",1,FALSE,FALSE,FALSE,"neither"
"2025-01-28",1,FALSE,FALSE,FALSE,"neither"
"2025-01-29",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-30",1,FALSE,TRUE,FALSE,"trailer only"
"2025-01-31",1,FALSE,TRUE,FALSE,"trailer only"
"2025-02-01",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-02",2,FALSE,FALSE,FALSE,"neither"
"2025-02-03",2,FALSE,FALSE,FALSE,"neither"
"2025-02-04",2,FALSE,FALSE,FALSE,"neither"
"2025-02-05",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-06",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-07",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-08",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-09",2,FALSE,FALSE,FALSE,"neither"
"2025-02-10",2,FALSE,FALSE,FALSE,"neither"
"2025-02-11",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-12",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-13",2,FALSE,FALSE,FALSE,"neither"
"2025-02-14",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-15",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-16",2,FALSE,FALSE,FALSE,"neither"
"2025-02-17",2,FALSE,FALSE,FALSE,"neither"
"2025-02-18",2,FALSE,FALSE,FALSE,"neither"
"2025-02-19",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-20",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-21",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-22",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-23",2,FALSE,FALSE,FALSE,"neither"
"2025-02-24",2,FALSE,FALSE,FALSE,"neither"
"2025-02-25",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-26",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-27",2,FALSE,TRUE,FALSE,"trailer only"
"2025-02-28",2,FALSE,TRUE,FALSE,"trailer only"
"2025-03-01",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-02",3,FALSE,FALSE,TRUE,"neither"
"2025-03-03",3,FALSE,FALSE,TRUE,"neither"
"2025-03-04",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-05",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-06",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-07",3,FALSE,FALSE,TRUE,"neither"
"2025-03-08",3,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-03-09",3,TRUE,FALSE,TRUE,"OSP only"
"2025-03-10",3,TRUE,FALSE,TRUE,"OSP only"
"2025-03-11",3,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-03-12",3,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-03-13",3,FALSE,FALSE,TRUE,"neither"
"2025-03-14",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-15",3,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-03-16",3,FALSE,FALSE,TRUE,"neither"
"2025-03-17",3,FALSE,FALSE,TRUE,"neither"
"2025-03-18",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-19",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-20",3,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-03-21",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-22",3,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-03-23",3,TRUE,FALSE,TRUE,"OSP only"
"2025-03-24",3,FALSE,FALSE,TRUE,"neither"
"2025-03-25",3,FALSE,TRUE,TRUE,"trailer only"
"2025-03-26",3,TRUE,FALSE,TRUE,"OSP only"
"2025-03-27",3,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-03-28",3,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-03-29",3,TRUE,FALSE,TRUE,"OSP only"
"2025-03-30",3,TRUE,FALSE,TRUE,"OSP only"
"2025-03-31",3,FALSE,FALSE,TRUE,"neither"
"2025-04-01",4,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-04-02",4,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-04-03",4,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-04-04",4,FALSE,TRUE,TRUE,"trailer only"
"2025-04-05",4,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-04-06",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-07",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-08",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-09",4,FALSE,FALSE,TRUE,"neither"
"2025-04-10",4,FALSE,TRUE,TRUE,"trailer only"
"2025-04-11",4,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-04-12",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-13",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-14",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-15",4,FALSE,TRUE,TRUE,"trailer only"
"2025-04-16",4,FALSE,FALSE,TRUE,"neither"
"2025-04-17",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-18",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-19",4,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-04-20",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-21",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-22",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-23",4,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-04-24",4,FALSE,TRUE,TRUE,"trailer only"
"2025-04-25",4,FALSE,TRUE,TRUE,"trailer only"
"2025-04-26",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-27",4,TRUE,FALSE,TRUE,"OSP only"
"2025-04-28",4,FALSE,FALSE,TRUE,"neither"
"2025-04-29",4,FALSE,TRUE,TRUE,"trailer only"
"2025-04-30",4,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-01",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-02",5,FALSE,TRUE,TRUE,"trailer only"
"2025-05-03",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-04",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-05",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-06",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-07",5,FALSE,TRUE,TRUE,"trailer only"
"2025-05-08",5,FALSE,FALSE,TRUE,"neither"
"2025-05-09",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-10",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-11",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-12",5,FALSE,FALSE,TRUE,"neither"
"2025-05-13",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-14",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-15",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-16",5,FALSE,TRUE,TRUE,"trailer only"
"2025-05-17",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-18",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-19",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-20",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-21",5,FALSE,TRUE,TRUE,"trailer only"
"2025-05-22",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-23",5,FALSE,TRUE,TRUE,"trailer only"
"2025-05-24",5,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-05-25",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-26",5,FALSE,FALSE,TRUE,"neither"
"2025-05-27",5,FALSE,FALSE,TRUE,"neither"
"2025-05-28",5,FALSE,FALSE,TRUE,"neither"
"2025-05-29",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-30",5,TRUE,FALSE,TRUE,"OSP only"
"2025-05-31",5,TRUE,FALSE,TRUE,"OSP only"
"2025-06-01",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-02",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-03",6,FALSE,FALSE,TRUE,"neither"
"2025-06-04",6,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-06-05",6,FALSE,TRUE,TRUE,"trailer only"
"2025-06-06",6,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-06-07",6,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-06-08",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-09",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-10",6,FALSE,FALSE,TRUE,"neither"
"2025-06-11",6,FALSE,FALSE,TRUE,"neither"
"2025-06-12",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-13",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-14",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-15",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-16",6,FALSE,FALSE,TRUE,"neither"
"2025-06-17",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-18",6,FALSE,FALSE,TRUE,"neither"
"2025-06-19",6,FALSE,FALSE,TRUE,"neither"
"2025-06-20",6,FALSE,TRUE,TRUE,"trailer only"
"2025-06-21",6,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-06-22",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-23",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-24",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-25",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-26",6,FALSE,FALSE,TRUE,"neither"
"2025-06-27",6,FALSE,FALSE,TRUE,"neither"
"2025-06-28",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-29",6,TRUE,FALSE,TRUE,"OSP only"
"2025-06-30",6,FALSE,FALSE,TRUE,"neither"
"2025-07-01",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-02",7,FALSE,TRUE,TRUE,"trailer only"
"2025-07-03",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-04",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-05",7,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-07-06",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-07",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-08",7,FALSE,FALSE,TRUE,"neither"
"2025-07-09",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-10",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-11",7,FALSE,FALSE,TRUE,"neither"
"2025-07-12",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-13",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-14",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-15",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-16",7,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-07-17",7,FALSE,TRUE,TRUE,"trailer only"
"2025-07-18",7,FALSE,FALSE,TRUE,"neither"
"2025-07-19",7,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-07-20",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-21",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-22",7,FALSE,TRUE,TRUE,"trailer only"
"2025-07-23",7,FALSE,FALSE,TRUE,"neither"
"2025-07-24",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-25",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-26",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-27",7,TRUE,FALSE,TRUE,"OSP only"
"2025-07-28",7,FALSE,FALSE,TRUE,"neither"
"2025-07-29",7,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-07-30",7,FALSE,TRUE,TRUE,"trailer only"
"2025-07-31",7,FALSE,TRUE,TRUE,"trailer only"
"2025-08-01",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-02",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-03",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-04",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-05",8,FALSE,TRUE,TRUE,"trailer only"
"2025-08-06",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-07",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-08",8,FALSE,FALSE,TRUE,"neither"
"2025-08-09",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-10",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-11",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-12",8,FALSE,FALSE,TRUE,"neither"
"2025-08-13",8,FALSE,TRUE,TRUE,"trailer only"
"2025-08-14",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-15",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-16",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-17",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-18",8,FALSE,FALSE,TRUE,"neither"
"2025-08-19",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-20",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-21",8,FALSE,FALSE,TRUE,"neither"
"2025-08-22",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-23",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-24",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-25",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-26",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-27",8,TRUE,FALSE,TRUE,"OSP only"
"2025-08-28",8,FALSE,TRUE,TRUE,"trailer only"
"2025-08-29",8,FALSE,TRUE,TRUE,"trailer only"
"2025-08-30",8,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-08-31",8,TRUE,FALSE,TRUE,"OSP only"
"2025-09-01",9,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-09-02",9,FALSE,FALSE,TRUE,"neither"
"2025-09-03",9,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-09-04",9,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-09-05",9,FALSE,FALSE,TRUE,"neither"
"2025-09-06",9,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-09-07",9,TRUE,FALSE,TRUE,"OSP only"
"2025-09-08",9,TRUE,FALSE,TRUE,"OSP only"
"2025-09-09",9,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-09-10",9,FALSE,TRUE,TRUE,"trailer only"
"2025-09-11",9,FALSE,FALSE,TRUE,"neither"
"2025-09-12",9,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-09-13",9,TRUE,TRUE,TRUE,"OSP+trailer"
"2025-09-14",9,TRUE,FALSE,TRUE,"OSP only"
"2025-09-15",9,TRUE,FALSE,TRUE,"OSP only"
